1.0.169.49: 23969, TOT Public Company Limited
177.87.152.54: 52579, Noroestecom Telecomunicacoes Ltda
177.92.108.18: 17222, MUNDIVOX DO BRASIL LTDA
177.92.118.238: 17222, MUNDIVOX DO BRASIL LTDA
177.92.123.122: 17222, MUNDIVOX DO BRASIL LTDA
177.92.76.130: 17222, MUNDIVOX DO BRASIL LTDA
177.92.76.238: 17222, MUNDIVOX DO BRASIL LTDA
177.92.78.126: 17222, MUNDIVOX DO BRASIL LTDA
177.92.83.6: 17222, MUNDIVOX DO BRASIL LTDA
177.92.86.58: 17222, MUNDIVOX DO BRASIL LTDA
177.92.88.244: 17222, MUNDIVOX DO BRASIL LTDA
177.93.44.102: 262186, TV AZTECA SUCURSAL COLOMBIA
177.93.51.234: 262186, TV AZTECA SUCURSAL COLOMBIA
177.99.178.66: 18881, TELEFONICA BRASIL S.A
177.99.180.138: 18881, TELEFONICA BRASIL S.A
178.116.206.37: 6848, Telenet BV
178.118.143.6: 6848, Telenet BV
178.118.146.193: 6848, Telenet BV
178.118.231.11: 6848, Telenet BV
178.119.16.236: 6848, Telenet BV
178.119.188.217: 6848, Telenet BV
178.124.194.238: 6697, Republican Unitary Telecommunication Enterprise Beltelecom
178.124.218.82: 6697, Republican Unitary Telecommunication Enterprise Beltelecom
178.13.25.168: 3209, Vodafone GmbH
178.130.101.9: 30873, Public Telecommunication Corporation
178.130.108.94: 30873, Public Telecommunication Corporation
178.130.75.236: 30873, Public Telecommunication Corporation
178.132.211.162: 39647, Enreach Netherlands B.V.
178.132.235.238: 39642, Norlys Digital A/S
178.132.76.14: 3399, Obenetwork AB
178.15.74.168: 3209, Vodafone GmbH
178.152.11.226: 8781, Ooredoo Q.S.C.
178.152.114.177: 8781, Ooredoo Q.S.C.
178.152.115.16: 8781, Ooredoo Q.S.C.
178.152.12.26: 8781, Ooredoo Q.S.C.
178.152.122.93: 8781, Ooredoo Q.S.C.
178.152.126.10: 8781, Ooredoo Q.S.C.
178.152.22.114: 8781, Ooredoo Q.S.C.
178.152.27.172: 8781, Ooredoo Q.S.C.
178.152.97.181: 8781, Ooredoo Q.S.C.
178.153.13.38: 8781, Ooredoo Q.S.C.
178.153.193.227: 8781, Ooredoo Q.S.C.
178.153.204.113: 8781, Ooredoo Q.S.C.
178.153.225.29: 42298, Ooredoo Q.S.C.
178.153.31.77: 42298, Ooredoo Q.S.C.
178.153.54.80: 8781, Ooredoo Q.S.C.
178.153.61.175: 8781, Ooredoo Q.S.C.
178.157.242.48: 39642, Norlys Digital A/S
178.16.175.242: 34177, Celeste SAS
178.162.149.130: 60781, LeaseWeb Netherlands B.V.
178.164.64.84: 34087, Nte Telekom As
178.17.14.202: 50825, UVT Internet s.r.o.
178.174.195.138: 8473, Bahnhof AB
178.174.225.210: 8473, Bahnhof AB
178.174.38.90: 3303, Bluewin
178.174.50.154: 3303, Bluewin
178.174.68.22: 3303, Bluewin
178.18.59.195: 39180, Lasotel SAS
178.18.61.84: 39180, Lasotel SAS
178.183.106.182: 12912, T-Mobile Polska S.A.
178.183.165.200: 12912, T-Mobile Polska S.A.
178.183.171.187: 12912, T-Mobile Polska S.A.
178.183.171.189: 12912, T-Mobile Polska S.A.
178.183.181.58: 12912, T-Mobile Polska S.A.
178.183.186.11: 12912, T-Mobile Polska S.A.
178.183.186.12: 12912, T-Mobile Polska S.A.
178.188.236.237: 8447, Telekom Austria
178.189.102.210: 8447, Telekom Austria
178.189.102.226: 8447, Telekom Austria
178.189.103.46: 8447, Telekom Austria
178.189.51.134: 8447, Telekom Austria
178.189.56.211: 8447, Telekom Austria
178.189.59.190: 8447, Telekom Austria
178.190.16.179: 8447, Telekom Austria
178.191.196.206: 8447, Telekom Austria
178.192.48.55: 3303, Bluewin
178.195.102.222: 3303, Bluewin
178.20.147.194: 29684, Nour Internet Company for Communications and Information Technology Ltd.
178.20.149.38: 29684, Nour Internet Company for Communications and Information Technology Ltd.
178.20.184.91: 50670, Vtel Holdings Limited/jordan Co.
178.20.188.7: 50670, Vtel Holdings Limited/jordan Co.
178.20.191.82: 50670, Vtel Holdings Limited/jordan Co.
178.203.67.239: 3209, Vodafone GmbH
178.208.17.190: 50628, Always On SAS
178.208.193.114: 8301, Gibtelecom Ltd.
178.21.33.10: 203258, UCNS Limited
178.211.94.170: 47408, Mandarin S.p.A.
178.22.107.102: 8758, Iway AG
178.22.250.174: 203591, Tecno General S.r.l
178.22.251.229: 203591, Tecno General S.r.l
178.220.112.182: 8400, TELEKOM SRBIJA a.d.
178.220.114.133: 8400, TELEKOM SRBIJA a.d.
178.23.38.29: 50903, TRINAPS
178.236.175.42: 30848, UNIDATA S.p.A.
178.236.93.126: 42560, Telemach BH d.o.o. Sarajevo
178.237.154.42: 56710, Maxen Technologies S.l.
178.238.106.27: 39647, Enreach Netherlands B.V.
178.238.108.202: 39647, Enreach Netherlands B.V.
178.249.127.26: 35132, Enivest AS
178.250.197.148: 60820, WiFi4all B.V.
178.251.74.218: 47217, Planetel SPA
178.253.204.138: 9125, Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun
178.254.119.41: 6661, POST Luxembourg
178.254.135.166: 9125, Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun
178.254.176.177: 207069, Sturkomerc-petrolsoft Ing Doo Beograd
178.255.54.20: 197156, Petit Telecom B.V.
178.32.136.203: 16276, OVH SAS
178.32.20.106: 16276, OVH SAS
178.55.149.57: 16086, DNA Oyj
178.55.172.226: 16086, DNA Oyj
178.60.131.146: 12334, R Cable y Telecable Telecomunicaciones, S.A.U.
178.60.215.58: 12334, R Cable y Telecable Telecomunicaciones, S.A.U.
178.60.62.136: 12334, R Cable y Telecable Telecomunicaciones, S.A.U.
178.73.48.50: 6830, Liberty Global B.V.
178.73.49.106: 6830, Liberty Global B.V.
178.77.91.224: 61157, PlusServer GmbH
178.80.101.200: 35819, Etihad Etisalat, a joint stock company
178.80.149.178: 35819, Etihad Etisalat, a joint stock company
178.81.206.73: 35819, Etihad Etisalat, a joint stock company
178.86.84.171: 25019, Saudi Telecom Company JSC
178.86.85.242: 25019, Saudi Telecom Company JSC
178.86.86.201: 25019, Saudi Telecom Company JSC
178.86.98.210: 25019, Saudi Telecom Company JSC
179.104.43.231: 53006, ALGAR TELECOM SA
179.106.99.17: 52532, Speednet Telecomunicacoes Ltda ME
179.107.81.82: 52545, BJ NET Provedor de Internet Ltda. - ME
179.107.85.90: 263275, PELC SERVICOS DE INFORMATICA
179.108.126.62: 16735, ALGAR TELECOM SA
179.108.169.42: 28642, Contato Internet EIRELI
179.108.55.14: 262468, Natel Telecom Ltda. - ME
179.108.56.53: 262468, Natel Telecom Ltda. - ME
179.108.85.146: 53158, Net Turbo Telecom
179.124.141.129: 52965, 1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA
179.125.82.66: 262988, Pombonet Telecomunicacoes e Informatica
179.127.140.177: 28146, MHNET TELECOM
179.151.137.75: 26599, TELEFONICA BRASIL S.A
179.162.34.125: 18881, TELEFONICA BRASIL S.A
179.184.68.193: 18881, TELEFONICA BRASIL S.A
179.185.104.146: 18881, TELEFONICA BRASIL S.A
179.185.72.26: 18881, TELEFONICA BRASIL S.A
179.189.246.1: 28252, WorldNet Telecom Comercio e Servicos de Telecomuni
179.189.246.102: 28252, WorldNet Telecom Comercio e Servicos de Telecomuni
179.189.251.162: 28252, WorldNet Telecom Comercio e Servicos de Telecomuni
179.190.46.233: 52925, Ascenty Data Centers e Telecomunicacoes SA
179.190.97.144: 28343, UNIFIQUE TELECOMUNICACOES SA
179.191.124.42: 17222, MUNDIVOX DO BRASIL LTDA
179.191.33.27: 52574, Wvirtual.net Servicos
179.191.64.18: 17222, MUNDIVOX DO BRASIL LTDA
179.191.67.174: 17222, MUNDIVOX DO BRASIL LTDA
179.191.69.196: 17222, MUNDIVOX DO BRASIL LTDA
179.191.71.122: 17222, MUNDIVOX DO BRASIL LTDA
179.191.73.174: 17222, MUNDIVOX DO BRASIL LTDA
179.191.84.234: 17222, MUNDIVOX DO BRASIL LTDA
179.191.89.170: 17222, MUNDIVOX DO BRASIL LTDA
179.191.92.197: 17222, MUNDIVOX DO BRASIL LTDA
179.252.20.171: 8167, V tal
179.255.0.154: 8167, V tal
179.32.28.85: 3816, COLOMBIA TELECOMUNICACIONES S.A. ESP BIC
179.41.0.67: 22927, Telefonica de Argentina
179.43.88.130: 263185, MEDIA COMMERCE PERU S.A.C
179.43.89.50: 263185, MEDIA COMMERCE PERU S.A.C
179.49.206.129: 271212, RL Connect Telecomunicacao LTDA
179.49.60.146: 22724, PUNTONET S.A.
179.49.66.34: 262168, COLINANET S.A.
179.49.67.18: 262168, COLINANET S.A.
179.49.70.195: 262168, COLINANET S.A.
179.49.71.74: 262168, COLINANET S.A.
179.50.10.162: 26619, GTD COLOMBIA S.A.S
179.50.11.145: 26619, GTD COLOMBIA S.A.S
179.50.14.228: 26619, GTD COLOMBIA S.A.S
179.50.15.202: 26619, GTD COLOMBIA S.A.S
179.50.15.206: 26619, GTD COLOMBIA S.A.S
179.50.28.98: 26619, GTD COLOMBIA S.A.S
179.50.79.116: 26619, GTD COLOMBIA S.A.S
179.50.79.42: 26619, GTD COLOMBIA S.A.S
179.50.91.129: 26619, GTD COLOMBIA S.A.S
179.50.91.70: 26619, GTD COLOMBIA S.A.S
179.51.68.70: 52471, COLUMBUS NETWORKS DOMINICANA, S.A.
179.51.74.41: 52471, COLUMBUS NETWORKS DOMINICANA, S.A.
179.51.74.42: 52471, COLUMBUS NETWORKS DOMINICANA, S.A.
179.51.79.154: 52471, COLUMBUS NETWORKS DOMINICANA, S.A.
179.51.79.170: 52471, COLUMBUS NETWORKS DOMINICANA, S.A.
179.52.110.222: 6400, Compania Dominicana de Telefonos S. A.
179.52.192.164: 6400, Compania Dominicana de Telefonos S. A.
179.52.216.62: 6400, Compania Dominicana de Telefonos S. A.
179.52.228.133: 6400, Compania Dominicana de Telefonos S. A.
179.52.23.14: 6400, Compania Dominicana de Telefonos S. A.
179.53.213.36: 6400, Compania Dominicana de Telefonos S. A.
179.53.88.209: 6400, Compania Dominicana de Telefonos S. A.
179.53.89.163: 6400, Compania Dominicana de Telefonos S. A.
179.53.92.118: 6400, Compania Dominicana de Telefonos S. A.
179.60.242.210: 262215, ITELKOM
179.62.169.225: 27983, Red Intercable Digital S.A.
179.63.197.66: 262248, Metro MPLS
179.63.199.158: 262248, Metro MPLS
179.83.128.144: 18881, TELEFONICA BRASIL S.A
179.96.232.244: 263407, Cyber Midia Emp., Assessoria e Informatica
18.102.35.137: 16509, AMAZON-02
18.139.230.108: 16509, AMAZON-02
18.210.40.50: 14618, AMAZON-AES
18.223.154.165: 16509, AMAZON-02
18.232.25.179: 14618, AMAZON-AES
180.150.105.9: 4764, Aussie Broadband
180.150.124.171: 4764, Aussie Broadband
180.150.15.84: 4764, Aussie Broadband
180.150.19.18: 4764, Aussie Broadband
180.150.253.92: 58460, Digicel PNG Ltd
180.150.26.242: 4764, Aussie Broadband
180.150.34.34: 4764, Aussie Broadband
180.150.40.215: 4764, Aussie Broadband
180.150.59.1: 4764, Aussie Broadband
180.150.90.109: 4764, Aussie Broadband
180.150.99.188: 4764, Aussie Broadband
180.180.157.149: 23969, TOT Public Company Limited
180.180.165.155: 23969, TOT Public Company Limited
180.180.168.212: 23969, TOT Public Company Limited
180.180.195.58: 23969, TOT Public Company Limited
180.180.197.241: 23969, TOT Public Company Limited
180.180.216.192: 23969, TOT Public Company Limited
180.180.240.43: 131293, TOT Public Company Limited
180.180.245.104: 134166, Internet Data Center Service
180.180.43.114: 23969, TOT Public Company Limited
180.183.108.73: 45758, Triple T Broadband Public Company Limited
180.183.127.116: 45758, Triple T Broadband Public Company Limited
180.183.14.145: 45758, Triple T Broadband Public Company Limited
180.183.244.122: 45758, Triple T Broadband Public Company Limited
180.183.247.15: 45758, Triple T Broadband Public Company Limited
180.183.247.222: 45758, Triple T Broadband Public Company Limited
180.183.3.125: 45758, Triple T Broadband Public Company Limited
180.188.253.67: 133661, Netplus Broadband Services Private Limited
180.211.98.20: 17625, BlazeNets Network
180.222.158.130: 38566, NTTCTNET
180.222.159.138: 38566, NTTCTNET
180.240.132.162: 56308, TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD
180.240.133.230: 56308, TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD
180.240.134.226: 56308, TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD
180.240.134.233: 56308, TELEKOMUNIKASI INDONESIA INTERNATIONAL, PTE.LTD
180.255.66.86: 9506, Singtel Fibre Broadband
180.54.81.154: 4713, NTT Communications Corporation
180.74.232.132: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.74.232.240: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.74.233.145: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.11.196: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.11.29: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.225.32: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.49.28: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.5.47: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.51.17: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.51.218: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.6.31: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.60.137: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.62.93: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.75.63.5: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
180.94.51.1: 25222, Inmarsat Solutions B.V.
180.94.51.174: 25222, Inmarsat Solutions B.V.
180.94.51.251: 25222, Inmarsat Solutions B.V.
180.94.51.30: 25222, Inmarsat Solutions B.V.
181.10.130.217: 7303, Telecom Argentina S.A.
181.10.132.179: 7303, Telecom Argentina S.A.
181.10.206.130: 7303, Telecom Argentina S.A.
181.10.233.97: 7303, Telecom Argentina S.A.
181.10.246.190: 7303, Telecom Argentina S.A.
181.10.246.38: 7303, Telecom Argentina S.A.
181.10.247.30: 7303, Telecom Argentina S.A.
181.10.3.14: 7303, Telecom Argentina S.A.
181.111.212.27: 7303, Telecom Argentina S.A.
181.111.226.238: 7303, Telecom Argentina S.A.
181.111.244.142: 7303, Telecom Argentina S.A.
181.113.65.230: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.135: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.136: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.139: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.140: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.141: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.113.69.24: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.114.18.34: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.114.2.182: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.114.25.34: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.114.29.114: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.114.29.160: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.114.9.146: 52286, LIBERTY NETWORKS GUATEMALA, LIMITADA
181.118.144.187: 27951, Media Commerce Partners S.A
181.118.148.181: 27951, Media Commerce Partners S.A
181.118.155.95: 27951, Media Commerce Partners S.A
181.119.105.51: 52468, UFINET PANAMA S.A.
181.12.111.190: 7303, Telecom Argentina S.A.
181.12.111.242: 7303, Telecom Argentina S.A.
181.12.111.254: 7303, Telecom Argentina S.A.
181.12.128.134: 7303, Telecom Argentina S.A.
181.129.133.42: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.195.100: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.195.51: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.21.150: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.220.50: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.26.66: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.27.242: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.45.179: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.77.75: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.129.95.91: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.13.201.11: 7303, Telecom Argentina S.A.
181.13.230.82: 7303, Telecom Argentina S.A.
181.13.249.10: 7303, Telecom Argentina S.A.
181.13.40.194: 7303, Telecom Argentina S.A.
181.13.45.182: 7303, Telecom Argentina S.A.
181.13.45.190: 7303, Telecom Argentina S.A.
181.13.51.161: 264808, Gobierno de Mendoza - Ministerio de Hacienda
181.14.233.60: 7303, Telecom Argentina S.A.
181.143.103.66: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.148.82: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.152.146: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.155.106: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.172.106: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.174.91: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.223.242: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.29.195: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.34.114: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.34.115: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.37.12: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.39.138: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.143.45.154: 13489, UNE EPM TELECOMUNICACIONES S.A.
181.15.11.17: 7303, Telecom Argentina S.A.
181.15.141.54: 7303, Telecom Argentina S.A.
181.15.242.66: 7303, Telecom Argentina S.A.
181.166.130.112: 7303, Telecom Argentina S.A.
181.168.172.105: 7303, Telecom Argentina S.A.
181.168.77.216: 7303, Telecom Argentina S.A.
181.169.255.151: 7303, Telecom Argentina S.A.
181.169.34.136: 7303, Telecom Argentina S.A.
181.170.38.162: 7303, Telecom Argentina S.A.
181.174.103.238: 23243, COMCEL GUATEMALA S.A.
181.174.112.114: 23243, COMCEL GUATEMALA S.A.
181.174.123.198: 23243, COMCEL GUATEMALA S.A.
181.174.125.125: 23243, COMCEL GUATEMALA S.A.
181.174.192.243: 262192, Skycorp S.A.
181.174.196.82: 262192, Skycorp S.A.
181.174.200.118: 262192, Skycorp S.A.
181.174.95.107: 23243, COMCEL GUATEMALA S.A.
181.174.95.178: 23243, COMCEL GUATEMALA S.A.
181.176.173.226: 262210, VIETTEL PERU S.A.C.
181.176.223.2: 262210, VIETTEL PERU S.A.C.
181.177.214.152: 52327, Summit S.A.
181.177.225.194: 27843, WIN EMPRESAS S.A.C.
181.177.228.107: 27843, WIN EMPRESAS S.A.C.
181.188.192.194: 19114, Otecel S.A.
181.188.192.41: 19114, Otecel S.A.
181.188.28.166: 27665, Columbus Communications Trinidad Limited.
181.189.133.66: 23243, COMCEL GUATEMALA S.A.
181.189.142.182: 23243, COMCEL GUATEMALA S.A.
181.189.150.6: 23243, COMCEL GUATEMALA S.A.
181.191.244.100: 265524, COEFICIENTE COMUNICACIONES
181.191.245.134: 265524, COEFICIENTE COMUNICACIONES
181.191.249.37: 265524, COEFICIENTE COMUNICACIONES
181.193.81.10: 11830, Instituto Costarricense de Electricidad y Telecom.
181.193.97.30: 11830, Instituto Costarricense de Electricidad y Telecom.
181.196.243.123: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
181.198.14.178: 27947, Telconet S.A
181.199.211.181: 264764, Innova Outsourcing S.A
181.199.211.65: 264764, Innova Outsourcing S.A
181.204.146.141: 27831, Colombia Movil
181.204.147.210: 27831, Colombia Movil
181.204.151.226: 27831, Colombia Movil
181.204.152.122: 27831, Colombia Movil
181.204.155.138: 27831, Colombia Movil
181.204.176.186: 27831, Colombia Movil
181.204.226.203: 27831, Colombia Movil
181.204.230.82: 27831, Colombia Movil
181.204.90.250: 27831, Colombia Movil
181.205.122.178: 27831, Colombia Movil
181.205.124.74: 27831, Colombia Movil
181.205.131.58: 27831, Colombia Movil
181.205.171.50: 27831, Colombia Movil
181.205.177.82: 27831, Colombia Movil
181.205.179.186: 27831, Colombia Movil
181.205.180.138: 27831, Colombia Movil
181.205.181.74: 27831, Colombia Movil
181.205.182.210: 27831, Colombia Movil
181.205.196.226: 27831, Colombia Movil
181.205.197.60: 27831, Colombia Movil
181.205.26.210: 27831, Colombia Movil
181.209.185.105: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.194.218: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.223.77: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.228.214: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.228.218: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.254.18: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
181.209.83.195: 52361, Empresa Argentina de Soluciones Satelitales S.A.
181.209.85.196: 52361, Empresa Argentina de Soluciones Satelitales S.A.
181.214.137.34: 265867, Trans Ocean Network
181.224.225.242: 262253, ECONOCABLE MEDIA SAC
181.224.226.224: 262253, ECONOCABLE MEDIA SAC
181.224.246.126: 262253, ECONOCABLE MEDIA SAC
181.224.246.200: 262253, ECONOCABLE MEDIA SAC
181.225.101.110: 262186, TV AZTECA SUCURSAL COLOMBIA
181.225.101.142: 262186, TV AZTECA SUCURSAL COLOMBIA
181.225.65.81: 27951, Media Commerce Partners S.A
181.228.149.215: 7303, Telecom Argentina S.A.
181.231.52.159: 7303, Telecom Argentina S.A.
181.28.1.180: 7303, Telecom Argentina S.A.
181.29.54.180: 7303, Telecom Argentina S.A.
181.30.118.28: 7303, Telecom Argentina S.A.
181.30.162.150: 7303, Telecom Argentina S.A.
181.30.167.181: 7303, Telecom Argentina S.A.
181.30.167.182: 7303, Telecom Argentina S.A.
181.30.18.146: 7303, Telecom Argentina S.A.
181.30.42.138: 7303, Telecom Argentina S.A.
181.30.94.10: 7303, Telecom Argentina S.A.
181.31.130.236: 7303, Telecom Argentina S.A.
181.31.255.92: 7303, Telecom Argentina S.A.
181.36.121.101: 28118, ALTICE DOMINICANA S.A.
181.36.121.143: 28118, ALTICE DOMINICANA S.A.
181.36.121.152: 28118, ALTICE DOMINICANA S.A.
181.36.229.193: 28118, ALTICE DOMINICANA S.A.
181.36.230.56: 28118, ALTICE DOMINICANA S.A.
181.36.41.107: 28118, ALTICE DOMINICANA S.A.
181.36.41.157: 28118, ALTICE DOMINICANA S.A.
181.36.41.230: 28118, ALTICE DOMINICANA S.A.
181.36.41.98: 28118, ALTICE DOMINICANA S.A.
181.36.42.37: 28118, ALTICE DOMINICANA S.A.
181.37.123.74: 28118, ALTICE DOMINICANA S.A.
181.37.126.249: 28118, ALTICE DOMINICANA S.A.
181.37.140.130: 28118, ALTICE DOMINICANA S.A.
181.37.140.164: 28118, ALTICE DOMINICANA S.A.
181.37.176.226: 28118, ALTICE DOMINICANA S.A.
181.37.179.12: 28118, ALTICE DOMINICANA S.A.
181.37.179.126: 28118, ALTICE DOMINICANA S.A.
181.37.179.17: 28118, ALTICE DOMINICANA S.A.
181.37.179.205: 28118, ALTICE DOMINICANA S.A.
181.37.179.65: 28118, ALTICE DOMINICANA S.A.
181.37.20.18: 28118, ALTICE DOMINICANA S.A.
181.37.20.186: 28118, ALTICE DOMINICANA S.A.
181.37.240.78: 28118, ALTICE DOMINICANA S.A.
181.39.76.82: 27947, Telconet S.A
181.4.163.10: 7303, Telecom Argentina S.A.
181.4.229.174: 7303, Telecom Argentina S.A.
181.40.68.46: 23201, Telecel S.A.
181.41.2.16: 11816, SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.
181.44.33.66: 27747, Telecentro S.A.
181.45.142.3: 27747, Telecentro S.A.
181.45.157.221: 27747, Telecentro S.A.
181.47.149.190: 27747, Telecentro S.A.
181.47.198.21: 27747, Telecentro S.A.
181.47.250.154: 27747, Telecentro S.A.
181.47.42.192: 27747, Telecentro S.A.
181.48.103.146: 14080, Telmex Colombia S.A.
181.48.103.18: 14080, Telmex Colombia S.A.
181.48.128.122: 14080, Telmex Colombia S.A.
181.48.144.82: 14080, Telmex Colombia S.A.
181.48.150.213: 14080, Telmex Colombia S.A.
181.48.150.245: 14080, Telmex Colombia S.A.
181.48.162.202: 14080, Telmex Colombia S.A.
181.48.178.246: 14080, Telmex Colombia S.A.
181.48.180.225: 14080, Telmex Colombia S.A.
181.48.200.2: 14080, Telmex Colombia S.A.
